0,829358162278942
0,311974085081357
0,561413325165125
0,166096735823013
0,210472948015888
0,574034229188242
0,957546059488107
0,636321301868335
0,677858871723459
0,13784892211568
0,936385342355997
0,663746063906581
0,672627465647006
0,830464237290651
0,969734843340579
0,280005146879705
0,174744260578763
0,0373078291478138
0,406491031128211
0,704069157458874
0,403545168882024
0,241860523001226
0,794332121868772
0,148511946736142
0,177188302938448
0,380922390791086
0,389705397835796
0,21921480131299
0,853832451558594
0,236602614743916
0,965084429348393
0,914182568860325
0,518440137858708
0,279882283080314
0,296949678238923
0,295804924003689
0,418417400409662
0,823014605707961
0,220172309884882
0,284686997665412
0,248156015876753
0,119057068656691
0,32678257409799
0,156524836624286
0,69989446909162
0,741926590791869
0,591660622317186
0,133074519286433
0,954724970252591
0,64073463233222

0,323026409057447
0,574586188222555
0,802185408678923
0,161459985264326
0,701548117073974
0,937194040947218
0,275377029215627
0,85955313540043
0,00775027135747963
0,533828532106163
0,292480560155809
0,88994489837901
0,35464578836907
0,723538753913501
0,393318116382378
0,465547911573922
0,297335744973894
0,224440095585045
0,802806381044354
0,115360753198788
0,505706280705382
0,818050970704318
0,954343249534417
0,0967787816639891
0,65691106377957
0,837982800248071
0,481988106613042
0,127722780745347
0,812962621828989
0,58492280523522
0,936811934195837
0,847518754586353
0,585814891190182
0,799921875726395
0,515279021819718
0,98753713815824
0,367652556564497
0,258350173597387
0,203683174310105
0,543029795653666
0,295278304393998
0,63247938390471
0,931795527195463
0,210624809009314
0,161747839842806
0,0271280184514485
0,0882046213784277
0,716599595135357
0,0304911965646274
0,558346150702958

